sp_id	sp_hh_id	age	sex	race	relate	school_id	work_id
237411194	114032026	44	M	1	0	X	507949721
237411196	114024108	13	F	1	2	450071876	X
237411200	114042351	13	F	1	2	450068395	X
237411201	114042351	41	F	1	1	X	507922873
237411203	114042351	16	F	1	2	450053179	X
237411204	114014377	13	F	1	2	450056631	X
237411206	114014377	44	M	1	0	X	507983383
237411207	114014377	16	F	1	2	450056631	X
237411216	114022624	13	F	1	2	450058351	X
237411217	114022624	41	F	1	1	X	506371939
237411218	114022624	44	M	1	0	X	507979063
237411219	114022624	16	F	1	2	450056631	X
237411224	114020432	13	F	1	2	450058351	X
237411225	114020432	41	F	1	1	X	507971062
237411226	114020432	44	M	1	0	X	507976285
237411244	114029621	13	F	1	2	450058351	X
237411252	114013664	13	F	1	2	450056631	X
237411253	114013664	41	F	1	1	X	507973869
237411254	114013664	44	M	1	0	X	507913847
237411256	114023954	13	F	1	2	450056631	X
237411259	114023954	16	F	1	2	450056631	X
237411273	114044993	41	F	1	1	X	507975877
237411274	114044993	44	M	1	0	X	507907912
237411275	114044993	16	F	1	2	450053179	X
237411276	114025897	13	F	1	2	450056631	X
237411278	114025897	44	M	1	0	X	507977275
237411280	114016399	13	F	1	2	450056631	X
237411281	114016399	41	F	1	1	X	507976979
237411282	114016399	44	M	1	0	X	507976852
237411284	114037242	13	F	1	2	450053632	X
237411285	114037242	41	F	1	1	X	508185477
237411286	114037242	44	M	1	0	X	507953629
237531765	114014286	13	M	1	2	450056631	X
237531766	114014286	18	F	1	2	X	507975429
237531767	114014286	12	F	1	2	450056631	X
237531779	114046750	46	F	1	1	X	507979485
237531781	114046750	18	F	1	2	X	507976801
237531785	114017465	13	M	1	2	450069322	X
237531786	114017465	18	F	1	2	X	507976132
237702944	114019926	62	M	1	0	X	X
237702947	114014533	62	M	1	0	X	X
237702948	114021360	62	M	1	0	X	X
237702954	114029125	62	M	1	0	X	X
237702960	114045953	62	M	1	0	X	X
237702965	114019175	62	M	1	0	X	X
237702971	114033565	62	M	1	0	X	X
237702972	114011411	62	M	1	0	X	X
237702973	114018115	62	M	1	0	X	X
237856434	114013945	28	M	1	0	X	507977382
237856437	114011990	28	M	1	0	X	507950658
237856440	114041617	28	M	1	0	X	507978232
237883871	114041828	14	F	1	2	450053632	X
237883873	114041828	39	M	1	0	X	507975532
237883874	114041828	21	M	1	2	X	X
237883875	114041828	13	F	1	2	450068395	X
238021304	114046063	87	F	1	0	X	X
238021307	114025922	87	F	1	0	X	X
238021308	114021643	87	F	1	0	X	X
238021312	114032580	87	F	1	0	X	X
238021315	114028064	87	F	1	0	X	X
238021318	114021099	87	F	1	0	X	X
238021319	114020371	87	F	1	0	X	X
238021321	114048533	87	F	1	0	X	X
238038847	114043470	31	F	1	10	X	507974924
238038850	114043470	7	F	1	12	450120885	X
238038854	114032807	7	F	1	12	450113448	X
238038861	114039007	45	M	1	0	X	507954757
238038862	114039007	7	F	1	12	450152697	X
238038867	114017015	31	F	1	10	X	507976285
238038870	114017015	7	F	1	12	450123112	X
238038871	114039872	31	F	1	10	X	507976942
238038873	114039872	45	M	1	0	X	507914538
238038874	114039872	7	F	1	12	450143912	X
238038880	114033815	13	M	1	12	450114997	X
238038888	114041837	13	M	1	12	450114997	X
238038891	114048774	31	F	1	10	X	507979179
238038895	114030516	31	F	1	10	X	507975983
238038896	114030516	13	M	1	12	450107280	X
238038898	114030516	7	F	1	12	450107280	X
238038900	114040735	13	M	1	12	450081244	X
238038901	114040735	45	M	1	0	X	508175864
238038905	114031417	45	M	1	0	X	507717563
238038907	114041460	31	F	1	10	X	507949715
238038908	114041460	13	M	1	12	450120885	X
238051663	114011514	34	F	1	2	X	X
238051666	114011514	34	M	1	6	X	507905747
238051686	114010803	60	M	1	0	X	X
238051687	114010803	34	M	1	6	X	508204840
238051689	114010803	7	M	1	5	450055807	X
238051698	114048980	34	F	1	2	X	X
238051699	114048980	58	F	1	1	X	X
238051701	114048980	34	M	1	6	X	507974933
238051702	114048980	2	F	1	5	X	X
238051703	114048980	7	M	1	5	450066968	X
238051706	114031840	58	F	1	1	X	X
238051708	114031840	34	M	1	6	X	508199155
238051715	114013491	34	M	1	6	X	507977172
238051716	114013491	2	F	1	5	X	X
238051718	114013491	5	M	1	5	450069322	X
238051724	114038647	7	M	1	5	450053632	X
238051741	114032406	58	F	1	1	X	X
238051742	114032406	60	M	1	0	X	X
238051743	114032406	34	M	1	6	X	507975711
238051744	114032406	2	F	1	5	X	X
238051745	114032406	7	M	1	5	450066968	X
238051754	114019102	34	F	1	2	X	X
238051756	114019102	60	M	1	0	X	X
238051759	114019102	7	M	1	5	450070964	X
238051769	114041248	58	F	1	1	X	X
238051773	114041248	7	M	1	5	450069322	X
238051774	114041248	5	M	1	5	450069322	X
238051776	114019547	58	F	1	1	X	X
238051777	114019547	60	M	1	0	X	X
238051779	114019547	2	F	1	5	X	X
238051780	114019547	7	M	1	5	450066968	X
238051782	114017424	34	F	1	2	X	X
238051783	114017424	58	F	1	1	X	X
238051785	114017424	34	M	1	6	X	507976422
238051789	114046836	34	F	1	2	X	X
238051790	114046836	58	F	1	1	X	X
238051791	114046836	60	M	1	0	X	X
238051793	114046836	2	F	1	5	X	X
238051810	114032745	34	F	1	2	X	X
238051811	114032745	58	F	1	1	X	X
238051812	114032745	60	M	1	0	X	X
238051815	114032745	7	M	1	5	450066968	X
238051835	114014812	2	F	1	5	X	X
238051837	114014812	5	M	1	5	450066968	X
238051838	114046524	34	F	1	2	X	X
238051839	114046524	58	F	1	1	X	X
238051841	114046524	34	M	1	6	X	507970312
238051842	114046524	2	F	1	5	X	X
238051848	114022435	34	M	1	6	X	507975929
238051853	114026124	58	F	1	1	X	X
238051854	114026124	60	M	1	0	X	X
238051855	114026124	34	M	1	6	X	507974760
238051856	114026124	2	F	1	5	X	X
238051858	114026124	5	M	1	5	450066968	X
238051859	114046893	34	F	1	2	X	X
238051860	114046893	58	F	1	1	X	X
238051862	114046893	34	M	1	6	X	507977771
238051863	114046893	2	F	1	5	X	X
238051865	114046893	5	M	1	5	450069322	X
238051867	114033251	58	F	1	1	X	X
238051869	114033251	34	M	1	6	X	507976995
238051871	114033251	7	M	1	5	450068395	X
238051887	114026175	34	F	1	2	X	X
238051888	114026175	58	F	1	1	X	X
238051890	114026175	34	M	1	6	X	507977802
238051891	114026175	2	F	1	5	X	X
238051892	114026175	7	M	1	5	450066968	X
238051894	114019743	34	F	1	2	X	X
238051895	114019743	58	F	1	1	X	X
238051896	114019743	60	M	1	0	X	X
238051898	114019743	2	F	1	5	X	X
238051903	114011420	60	M	1	0	X	X
238051906	114011420	7	M	1	5	450055807	X
238051942	114016431	5	M	1	5	450058351	X
238051945	114049391	60	M	1	0	X	X
238051949	114049391	5	M	1	5	450066968	X
238051950	114042827	34	F	1	2	X	X
238051955	114042827	7	M	1	5	450071876	X
238051958	114031299	58	F	1	1	X	X
238051960	114031299	34	M	1	6	X	507976722
238051961	114031299	2	F	1	5	X	X
238051962	114031299	7	M	1	5	450066968	X
238051963	114031299	5	M	1	5	450066968	X
238051980	114041972	60	M	1	0	X	X
238051982	114041972	2	F	1	5	X	X
238051984	114041972	5	M	1	5	450068395	X
238052020	114048390	34	F	1	2	X	X
238052024	114048390	2	F	1	5	X	X
238052025	114048390	7	M	1	5	450066968	X
238052028	114046716	58	F	1	1	X	X
238052030	114046716	34	M	1	6	X	507979485
238052032	114046716	7	M	1	5	450068395	X
238052044	114029345	34	M	1	6	X	507976897
238052047	114029345	5	M	1	5	450066968	X
238052048	114033610	34	F	1	2	X	X
238052050	114033610	60	M	1	0	X	X
238052070	114012274	58	F	1	1	X	X
238052073	114012274	2	F	1	5	X	X
238052083	114016889	34	F	1	2	X	X
238052085	114016889	60	M	1	0	X	X
238052086	114016889	34	M	1	6	X	507976164
238052087	114016889	2	F	1	5	X	X
238052088	114016889	7	M	1	5	450066968	X
238052089	114016889	5	M	1	5	450066968	X
238052090	114019149	34	F	1	2	X	X
238052092	114019149	60	M	1	0	X	X
238052094	114019149	2	F	1	5	X	X
238052095	114019149	7	M	1	5	450070964	X
238052096	114019149	5	M	1	5	450075028	X
238052100	114022207	34	M	1	6	X	507976336
238052101	114022207	2	F	1	5	X	X
238052103	114022207	5	M	1	5	450075028	X
238052113	114024850	60	M	1	0	X	X
238052115	114024850	2	F	1	5	X	X
238052116	114024850	7	M	1	5	450058351	X
238052126	114029289	58	F	1	1	X	X
238052130	114029289	7	M	1	5	450066968	X
238052131	114029289	5	M	1	5	450066968	X
238052169	114027335	60	M	1	0	X	X
238052170	114027335	34	M	1	6	X	507970900
238052174	114045560	34	F	1	2	X	X
238052176	114045560	60	M	1	0	X	X
238052179	114045560	7	M	1	5	450068395	X
238052180	114045560	5	M	1	5	450068395	X
238052190	114043563	60	M	1	0	X	X
238052191	114043563	34	M	1	6	X	508184542
238052193	114043563	7	M	1	5	450068395	X
238052194	114043563	5	M	1	5	450058351	X
238052211	114016422	60	M	1	0	X	X
238052212	114016422	34	M	1	6	X	507977028
238052213	114016422	2	F	1	5	X	X
238052215	114016422	5	M	1	5	450066968	X
238052216	114049130	34	F	1	2	X	X
238052218	114049130	60	M	1	0	X	X
238052220	114049130	2	F	1	5	X	X
238052232	114011477	60	M	1	0	X	X
238052233	114011477	34	M	1	6	X	507978372
238052234	114011477	2	F	1	5	X	X
238052246	114046509	60	M	1	0	X	X
238052248	114046509	2	F	1	5	X	X
238052249	114046509	7	M	1	5	450066968	X
238052250	114046509	5	M	1	5	450066968	X
238052251	114019642	34	F	1	2	X	X
238052252	114019642	58	F	1	1	X	X
238052253	114019642	60	M	1	0	X	X
238052254	114019642	34	M	1	6	X	507965083
238052255	114019642	2	F	1	5	X	X
238052256	114019642	7	M	1	5	450066968	X
238052258	114010947	34	F	1	2	X	X
238052260	114010947	60	M	1	0	X	X
238052262	114010947	2	F	1	5	X	X
238052272	114028981	34	F	1	2	X	X
238052274	114028981	60	M	1	0	X	X
238052276	114028981	2	F	1	5	X	X
238052277	114028981	7	M	1	5	450066968	X
238052282	114048772	34	M	1	6	X	507976892
238052284	114048772	7	M	1	5	450066968	X
238052293	114031438	34	F	1	2	X	X
238052295	114031438	60	M	1	0	X	X
238052298	114031438	7	M	1	5	450066968	X
238052314	114031659	34	F	1	2	X	X
238052316	114031659	60	M	1	0	X	X
238052318	114031659	2	F	1	5	X	X
238052319	114031659	7	M	1	5	450066968	X
238052371	114042837	58	F	1	1	X	X
238052372	114042837	60	M	1	0	X	X
238052374	114042837	2	F	1	5	X	X
238052376	114042837	5	M	1	5	450053179	X
238052384	114046128	34	F	1	2	X	X
238052385	114046128	58	F	1	1	X	X
238052386	114046128	60	M	1	0	X	X
238052426	114025739	34	F	1	2	X	X
238052427	114025739	58	F	1	1	X	X
238052430	114025739	2	F	1	5	X	X
238052431	114025739	7	M	1	5	450066968	X
238052434	114025024	58	F	1	1	X	X
238052439	114025024	5	M	1	5	450066968	X
238052447	114013630	34	F	1	2	X	X
238052448	114013630	58	F	1	1	X	X
238052452	114013630	7	M	1	5	450066968	X
238052453	114013630	5	M	1	5	450066968	X
238052457	114049213	34	M	1	6	X	507719862
238052458	114049213	2	F	1	5	X	X
238052461	114014282	34	F	1	2	X	X
238052463	114014282	60	M	1	0	X	X
238052465	114014282	2	F	1	5	X	X
238052467	114014282	5	M	1	5	450066968	X
238052468	114031767	34	F	1	2	X	X
238052473	114031767	7	M	1	5	450066968	X
238052474	114031767	5	M	1	5	450066968	X
238052482	114017588	34	F	1	2	X	X
238052483	114017588	58	F	1	1	X	X
238052488	114017588	5	M	1	5	450069322	X
238052499	114025668	34	M	1	6	X	507979803
238052501	114025668	7	M	1	5	450066968	X
238052502	114025668	5	M	1	5	450066968	X
238052503	114013317	34	F	1	2	X	X
238052507	114013317	2	F	1	5	X	X
238052508	114013317	7	M	1	5	450066968	X
238052509	114013317	5	M	1	5	450066968	X
238052510	114031916	34	F	1	2	X	X
238052511	114031916	58	F	1	1	X	X
238052514	114031916	2	F	1	5	X	X
238052515	114031916	7	M	1	5	450066968	X
238052516	114031916	5	M	1	5	450066968	X
238335036	114028982	48	M	1	0	X	X
238335037	114044299	48	M	1	0	X	X
238346150	114034870	70	F	2	0	X	X
238346151	114034870	66	M	2	1	X	X
238346154	114037587	70	F	2	0	X	X
238346158	114037704	70	F	2	0	X	X
238346159	114037704	66	M	2	1	X	X
238346160	114033982	70	F	2	0	X	X
238346161	114033982	66	M	2	1	X	X
238563361	114027100	27	M	1	0	X	507976165
238563366	114030356	29	M	1	7	X	507977384
238563380	114036836	29	M	1	7	X	507977205
238563381	114026272	27	M	1	0	X	507979455
238563384	114027158	29	M	1	7	X	507979778
238563385	114034911	27	M	1	0	X	507972271
238563392	114023989	29	M	1	7	X	507965940
238563401	114029707	27	M	1	0	X	507977542
238563403	114020388	27	M	1	0	X	508175238
238563404	114020388	29	M	1	7	X	507976977
238563406	114044474	29	M	1	7	X	507979719
238578781	114045297	33	F	1	0	X	507976826
238578784	114030349	3	F	1	2	450113448	X
238578798	114044116	3	F	1	2	450113448	X
238578799	114028789	33	F	1	0	X	507913847
238578800	114028789	3	F	1	2	450122776	X
238578803	114036099	33	F	1	0	X	507973046
238578805	114036210	33	F	1	0	X	507958231
238578827	114030948	33	F	1	0	X	507977092
238578829	114035807	33	F	1	0	X	507966981
238578831	114047470	33	F	1	0	X	507976942
238578833	114030563	33	F	1	0	X	507976866
238578834	114030563	3	F	1	2	450113448	X
238578840	114048802	3	F	1	2	450125461	X
238578843	114028952	33	F	1	0	X	507976702
238578847	114015388	33	F	1	0	X	507977467
238578848	114015388	3	F	1	2	450123112	X
238578851	114032635	33	F	1	0	X	507976702
238578855	114030645	33	F	1	0	X	507970421
238578865	114011809	33	F	1	0	X	507945535
238578870	114044085	3	F	1	2	450113448	X
238578874	114029801	3	F	1	2	450113448	X
238578879	114042809	33	F	1	0	X	507976496
238578885	114030140	33	F	1	0	X	507931225
238578886	114030140	3	F	1	2	450113448	X
238578887	114012902	33	F	1	0	X	507925403
238578888	114012902	3	F	1	2	450113448	X
238578889	114048460	33	F	1	0	X	507976801
238589708	114011932	37	M	1	1	X	507951830
238589711	114011932	8	M	1	2	450053632	X
238589721	114021196	35	F	1	0	X	507977275
238589730	114031110	0	M	1	2	X	X
238589731	114031110	12	M	1	2	450056631	X
238589733	114031110	35	F	1	0	X	507925187
238589735	114031110	8	M	1	2	450066968	X
238589751	114040585	35	F	1	0	X	507971841
238589772	114047458	0	M	1	2	X	X
238589774	114047458	37	M	1	1	X	507978696
238589780	114047440	37	M	1	1	X	507977991
238589783	114047440	8	M	1	2	450066968	X
238589790	114022764	0	M	1	2	X	X
238589792	114022764	37	M	1	1	X	507978292
238589793	114022764	35	F	1	0	X	507979500
238589794	114022764	10	M	1	2	450058351	X
238589814	114028130	0	M	1	2	X	X
238589817	114028130	35	F	1	0	X	507974994
238589819	114028130	8	M	1	2	450066968	X
238634784	114023080	57	F	1	0	X	508189039
238634785	114023080	20	F	1	2	X	X
238634786	114023080	63	M	1	1	X	507979083
238634788	114018514	20	F	1	2	X	X
238634793	114012028	57	F	1	0	X	507717757
238634795	114012028	63	M	1	1	X	507972797
238634805	114045974	57	F	1	0	X	507973106
238634810	114013106	63	M	1	1	X	507970666
238649329	114025563	39	F	1	1	X	507977268
238702411	114041378	62	F	1	1	X	X
238702412	114041378	60	M	1	0	X	507977502
238702414	114045176	60	M	1	0	X	507977924
238702415	114041933	62	F	1	1	X	X
238702417	114035034	62	F	1	1	X	X
238702418	114035034	60	M	1	0	X	507972290
238702422	114031356	60	M	1	0	X	507976318
238702423	114040060	62	F	1	1	X	X
238702424	114040060	60	M	1	0	X	507931354
238702429	114045514	62	F	1	1	X	X
238702430	114045514	60	M	1	0	X	507976155
238702431	114018827	62	F	1	1	X	X
238702432	114018827	60	M	1	0	X	507975495
238702447	114038723	62	F	1	1	X	X
238702450	114026897	60	M	1	0	X	507975488
238702457	114037126	73	F	1	1	X	X
238702459	114044125	73	F	1	1	X	X
238702460	114044125	74	M	1	0	X	X
238702473	114039841	73	F	1	1	X	X
238702475	114041037	73	F	1	1	X	X
238702476	114041037	74	M	1	0	X	X
238786951	114045285	66	M	1	1	X	X
238786953	114046371	66	M	1	1	X	X
238805682	114026528	6	F	1	2	450125461	X
238805683	114026528	5	M	1	2	450125461	X
238805684	114026528	43	M	1	0	X	507977656
238805685	114026528	40	F	1	1	X	507976928
238805686	114039465	42	F	1	12	X	507976892
238805687	114039465	8	M	1	2	450144316	X
238805688	114039465	6	F	1	2	450144316	X
238805711	114040575	8	M	1	2	450081244	X
238805725	114011114	5	M	1	2	450134851	X
238805726	114011114	43	M	1	0	X	507972349
238805727	114011114	40	F	1	1	X	508171194
238805735	114022767	8	M	1	2	450143912	X
238805737	114022767	5	M	1	2	450143912	X
238805738	114022767	43	M	1	0	X	507976801
238805739	114022767	40	F	1	1	X	507978292
238805741	114015181	8	M	1	2	450115194	X
238805742	114015181	6	F	1	2	450115194	X
238805743	114015181	5	M	1	2	450115194	X
238805746	114039455	42	F	1	12	X	507907881
238805749	114039455	5	M	1	2	450152697	X
238805750	114039455	43	M	1	0	X	507955231
238805751	114039455	40	F	1	1	X	507974209
238805752	114017686	42	F	1	12	X	507951498
238805753	114017686	8	M	1	2	450123112	X
238805754	114017686	6	F	1	2	450123112	X
238805758	114034766	42	F	1	12	X	506592972
238805759	114034766	8	M	1	2	450115663	X
238805760	114034766	6	F	1	2	450115663	X
238805766	114015028	6	F	1	2	450113448	X
238805767	114015028	5	M	1	2	450125461	X
238805775	114010895	40	F	1	1	X	507913847
238805779	114033019	5	M	1	2	450113448	X
238805781	114033019	40	F	1	1	X	507975200
238805789	114027734	8	M	1	2	450143912	X
238805790	114027734	6	F	1	2	450143912	X
238805792	114027734	43	M	1	0	X	507951136
238805793	114027734	40	F	1	1	X	507979476
238805800	114027218	42	F	1	12	X	507978005
238805803	114027218	5	M	1	2	450125461	X
238805804	114027218	43	M	1	0	X	507980343
238805805	114027218	40	F	1	1	X	507974955
238805815	114047561	5	M	1	2	450108262	X
238805817	114047561	40	F	1	1	X	507979227
238901789	114039429	68	F	1	1	X	X
238901799	114022441	68	F	1	1	X	X
238901805	114041098	68	F	1	1	X	X
238901809	114043784	68	F	1	1	X	X
238901820	114040036	72	M	1	0	X	507975136
238901823	114035440	68	F	1	1	X	X
238901825	114045242	68	F	1	1	X	X
238911913	114015027	53	M	1	0	X	507908548
238911914	114013116	49	F	1	1	X	507970258
238911918	114040872	49	F	1	1	X	507973173
238911928	114029053	49	F	1	1	X	507953134
238911929	114029053	53	M	1	0	X	507915615
238911937	114013223	53	M	1	0	X	507935697
238911938	114041113	49	F	1	1	X	507974091
238911947	114037237	53	M	1	0	X	507961816
238911948	114026692	49	F	1	1	X	507965654
238911954	114045226	49	F	1	1	X	507964599
238921151	114042895	85	F	1	1	X	X
238921154	114020481	85	M	1	0	X	X
238921155	114020481	85	F	1	1	X	X
238921156	114012317	85	M	1	0	X	X
238921168	114042254	85	M	1	0	X	X
238921169	114042254	85	F	1	1	X	X
238921170	114026234	85	M	1	0	X	X
238921172	114042962	85	M	1	0	X	X
238921173	114042962	85	F	1	1	X	X
239067755	114047708	24	F	1	1	X	507978085
239067761	114033999	24	F	1	1	X	507975821
239067762	114033999	29	M	1	0	X	508189345
239067787	114041424	0	M	1	2	X	X
239067788	114021965	24	F	1	1	X	507978292
239067789	114021965	29	M	1	0	X	507979495
239067887	114016176	76	M	1	0	X	X
239346597	114046694	68	M	1	0	X	507979227
239346598	114031822	59	F	1	1	X	X
239346604	114010930	59	F	1	1	X	X
239346605	114010930	68	M	1	0	X	507972180
239346606	114012474	59	F	1	1	X	X
239346628	114017670	59	F	1	1	X	X
239346629	114017670	68	M	1	0	X	507977031
239346630	114038733	59	F	1	1	X	X
239346631	114038733	68	M	1	0	X	507965600
239346634	114016442	59	F	1	1	X	X
239346635	114016442	68	M	1	0	X	507977259
239381209	114021158	25	M	1	10	X	X
239381211	114021158	10	M	1	2	450114997	X
239381213	114021158	5	M	1	2	450113448	X
239381219	114022471	25	M	1	10	X	X
239381221	114022471	10	M	1	2	450143912	X
239381222	114022471	7	F	1	2	450143912	X
239381226	114033754	10	M	1	2	450120885	X
239381229	114049049	25	M	1	10	X	X
239381233	114049049	5	M	1	2	450108262	X
239381234	114021853	25	M	1	10	X	X
239381235	114021853	29	F	1	0	X	507978302
239381237	114021853	7	F	1	2	450143912	X
239381263	114044973	5	M	1	2	450113448	X
239381264	114029607	25	M	1	10	X	X
239381265	114029607	29	F	1	0	X	507978340
239381267	114029607	7	F	1	2	450114997	X
239381274	114048684	25	M	1	10	X	X
239381277	114048684	7	F	1	2	450108262	X
239381278	114048684	5	M	1	2	450108262	X
239381280	114024030	29	F	1	0	X	507983376
239381281	114024030	10	M	1	2	450124118	X
239381282	114024030	7	F	1	2	450124118	X
239381283	114024030	5	M	1	2	450124118	X
239381286	114021344	10	M	1	2	450152271	X
239381287	114021344	7	F	1	2	450124118	X
239381288	114021344	5	M	1	2	450124118	X
239381290	114049478	29	F	1	0	X	507979227
239381291	114049478	10	M	1	2	450108262	X
239381293	114049478	5	M	1	2	450108262	X
239381299	114027187	25	M	1	10	X	X
239381301	114027187	10	M	1	2	450125461	X
239381303	114027187	5	M	1	2	450125461	X
239381304	114021580	25	M	1	10	X	X
239381306	114021580	10	M	1	2	450124118	X
239381307	114021580	7	F	1	2	450124118	X
239381309	114037155	25	M	1	10	X	X
239381313	114037155	5	M	1	2	450144316	X
239381322	114048546	7	F	1	2	450108262	X
239381323	114048546	5	M	1	2	450108262	X
239381339	114021903	25	M	1	10	X	X
239381340	114021903	29	F	1	0	X	507954495
239381343	114021903	5	M	1	2	450143912	X
239381351	114021119	10	M	1	2	450123112	X
239381353	114021119	5	M	1	2	450123112	X
239381373	114020724	5	M	1	2	450123112	X
239381410	114033593	29	F	1	0	X	507977418
239381412	114033593	7	F	1	2	450113448	X
239381413	114033593	5	M	1	2	450113448	X
239669787	114026307	37	M	1	0	X	X
239669788	114026307	6	M	1	2	450125461	X
239669789	114026307	44	F	1	1	X	507977910
239669793	114011581	37	M	1	0	X	X
239669794	114011581	6	M	1	2	450115663	X
239669797	114018099	6	M	1	2	450113448	X
239669801	114041980	44	F	1	1	X	507970946
239734078	114015400	94	F	1	0	X	X
239734081	114029689	94	F	1	0	X	X
239734084	114033227	94	F	1	0	X	X
239734085	114049506	94	F	1	0	X	X
239774337	114030117	25	M	1	0	X	507975086
239774338	114015270	25	M	1	0	X	507977431
239774345	114018355	25	M	1	0	X	507970390
239774346	114020126	25	M	1	0	X	507977465
239774347	114015445	25	M	1	0	X	507977568
239774356	114033807	25	M	1	0	X	507953749
239774361	114037293	25	M	1	0	X	507954884
239774364	114030440	25	M	1	0	X	507975407
239774365	114016429	25	M	1	0	X	507977218
239774370	114048458	25	M	1	0	X	507977856
239774371	114044856	25	M	1	0	X	507978292
239919342	114035607	61	M	1	0	X	507974987
239919343	114035607	22	M	1	2	X	507914981
239919345	114020502	61	M	1	0	X	507977307
239919346	114020502	22	M	1	2	X	507975464
239919352	114042192	22	M	1	2	X	507974765
239919361	114044739	22	M	1	2	X	507976852
239919362	114044739	62	F	1	1	X	507948951
239919376	114030797	22	M	1	2	X	508190996
239919382	114044538	22	M	1	2	X	507977513
239919383	114044538	62	F	1	1	X	507974724
239919390	114030130	61	M	1	0	X	507928241
239919391	114030130	22	M	1	2	X	507976942
239919401	114032006	62	F	1	1	X	507923692
239971009	114041555	80	F	1	0	X	X
239971010	114024876	80	F	1	0	X	X
239971011	114026128	80	F	1	0	X	X
240140980	114019489	62	F	1	0	X	507977275
240140982	114018810	62	F	1	0	X	507979129
240140987	114040887	62	F	1	0	X	508190584
240140988	114019725	62	F	1	0	X	507977871
240140990	114030603	62	F	1	0	X	507975234
240144367	114044300	72	M	1	0	X	X
240144372	114037574	68	F	1	1	X	X
240144374	114017795	68	F	1	1	X	X
240144377	114039709	72	M	1	0	X	X
240144382	114039152	68	F	1	1	X	X
240144384	114027407	68	F	1	1	X	X
240144860	114014926	55	M	1	1	X	507976528
240144862	114013573	55	M	1	1	X	507970468
240144867	114037744	54	F	1	0	X	X
240299030	114023932	7	M	1	2	450112122	X
240299034	114023932	9	M	1	2	450112122	X
240299036	114036664	4	F	1	2	X	X
240299040	114012266	7	M	1	2	450115663	X
240299041	114012266	4	F	1	2	X	X
240299044	114012266	9	M	1	2	450115663	X
240299047	114012686	34	M	1	1	X	507930639
240299048	114012686	33	F	1	0	X	X
240299049	114012686	9	M	1	2	450115663	X
240299051	114020169	4	F	1	2	X	X
240299053	114020169	33	F	1	0	X	X
240299054	114020169	9	M	1	2	450123112	X
240299060	114025867	7	M	1	2	450125461	X
240299063	114025867	33	F	1	0	X	X
240299064	114025867	9	M	1	2	450125461	X
240315842	114049141	46	M	1	1	X	507923740
240315846	114049141	16	F	1	2	450143916	X
240315847	114049141	20	F	1	2	X	X
240315848	114049141	41	F	1	0	X	X
240315850	114028867	10	F	1	2	450115194	X
240315851	114028867	1	F	1	2	X	X
240315853	114028867	16	F	1	2	450101856	X
240315855	114028867	41	F	1	0	X	X
240315856	114020693	46	M	1	1	X	508192294
240315857	114020693	10	F	1	2	450123112	X
240315858	114020693	1	F	1	2	X	X
240315859	114020693	8	F	1	2	450123112	X
240315863	114045633	46	M	1	1	X	507973199
240315864	114045633	10	F	1	2	450137634	X
240315866	114045633	8	F	1	2	450137634	X
240315867	114045633	16	F	1	2	450101856	X
240315869	114045633	41	F	1	0	X	X
240315872	114030591	1	F	1	2	X	X
240315873	114030591	8	F	1	2	450114997	X
240315884	114049321	46	M	1	1	X	507977771
240315886	114049321	1	F	1	2	X	X
240315890	114049321	41	F	1	0	X	X
240315891	114045051	46	M	1	1	X	507904583
240315893	114045051	1	F	1	2	X	X
240315896	114045051	20	F	1	2	X	X
240315897	114045051	41	F	1	0	X	X
240315905	114047722	46	M	1	1	X	507977960
240315906	114047722	10	F	1	2	450108262	X
240315909	114047722	16	F	1	2	450101856	X
240315910	114047722	20	F	1	2	X	X
240315911	114047722	41	F	1	0	X	X
240315919	114023048	46	M	1	1	X	507978340
240315920	114023048	10	F	1	2	450124118	X
240315923	114023048	16	F	1	2	450143916	X
240315925	114023048	41	F	1	0	X	X
240315928	114022287	1	F	1	2	X	X
240315930	114022287	16	F	1	2	450101856	X
240315931	114022287	20	F	1	2	X	X
240315932	114022287	41	F	1	0	X	X
240315933	114042789	46	M	1	1	X	507974826
240315934	114042789	10	F	1	2	450120885	X
240315935	114042789	1	F	1	2	X	X
240315936	114042789	8	F	1	2	450120885	X
240315939	114042789	41	F	1	0	X	X
240315942	114013723	1	F	1	2	X	X
240315943	114013723	8	F	1	2	450113448	X
240315944	114013723	16	F	1	2	450101856	X
240315946	114013723	41	F	1	0	X	X
240315947	114028913	46	M	1	1	X	506500160
240315949	114028913	1	F	1	2	X	X
240315950	114028913	8	F	1	2	450107280	X
240315951	114028913	16	F	1	2	450101856	X
240315954	114032472	46	M	1	1	X	507970675
240315961	114027174	46	M	1	1	X	507976209
240315963	114027174	1	F	1	2	X	X
240315965	114027174	16	F	1	2	450101856	X
240315967	114027174	41	F	1	0	X	X
240315976	114031615	10	F	1	2	450107280	X
240315977	114031615	1	F	1	2	X	X
240315978	114031615	8	F	1	2	450107280	X
240315981	114031615	41	F	1	0	X	X
240352385	114047248	72	M	1	0	X	X
240352386	114029566	72	M	1	0	X	X
240352391	114034667	72	M	1	0	X	X
240352395	114030609	72	M	1	0	X	X
240449325	114034230	54	M	1	1	X	507972860
240449329	114042516	22	M	1	2	X	507974334
240449330	114042516	53	F	1	0	X	X
240449331	114035641	54	M	1	1	X	508191509
