sp_id	stcotrbg	hh_race	hh_income	latitude	longitude
114014838	290718002013	1	96000	38.5476232	-90.9982830
114014839	290718002013	1	24700	38.5494011	-91.0026902
114014840	290718002013	1	37900	38.5509127	-91.0018636
114014841	290718002013	1	15200	38.5494642	-91.0030605
114014842	290718002013	1	4100	38.5503884	-91.0004443
114014843	290718002013	1	64600	38.5403318	-91.0028268
114014844	290718002013	1	88000	38.5402272	-91.0033627
114014845	290718002013	1	55230	38.5407721	-91.0026609
114014846	290718002013	1	38000	38.5408962	-91.0024981
114014847	290718002013	1	36000	38.5485942	-90.9963697
114014848	290718002013	1	66800	38.5400934	-91.0016348
114014849	290718002013	1	42000	38.5404897	-91.0020223
114014850	290718002013	1	20500	38.5404870	-91.0020974
114014851	290718002013	1	103800	38.5405631	-91.0017447
114014852	290718002013	1	17200	38.5404884	-91.0036426
114014853	290718002013	1	18800	38.5401015	-91.0031628
114014854	290718002013	1	195600	38.5403282	-91.0034721
114014855	290718002013	1	22200	38.5406597	-91.0032532
114014856	290718002013	1	22900	38.5406293	-91.0033784
114014857	290718002013	1	160000	38.5407475	-91.0033843
114014858	290718002013	1	21600	38.5402980	-91.0034866
114014859	290718002013	1	37000	38.5477044	-90.9921763
114014860	290718002013	1	93800	38.5497424	-90.9982949
114014861	290718002013	1	81200	38.5506058	-90.9999485
114014862	290718002013	1	70000	38.5503522	-91.0007473
114014863	290718002013	1	16300	38.5499237	-91.0004763
114014864	290718002013	1	17400	38.5503953	-91.0003793
114014865	290718002013	1	33600	38.5504844	-90.9997262
114014866	290718002013	1	55230	38.5497732	-91.0007151
114014867	290718002013	1	72500	38.5504986	-91.0004837
114014868	290718002013	1	21000	38.5499752	-91.0004515
114014869	290718002013	1	149000	38.5499484	-90.9985509
114014870	290718002013	1	44000	38.5502378	-91.0012600
114014871	290718002013	1	25100	38.5506384	-91.0019618
114014872	290718002013	1	88660	38.5498972	-91.0012982
114014873	290718002013	1	26500	38.5500850	-91.0012834
114014874	290718002013	1	27500	38.5505556	-91.0018768
114014875	290718002013	1	61500	38.5505562	-91.0019950
114014876	290718002013	1	31000	38.5498269	-91.0014623
114014877	290718002013	1	49000	38.5504787	-90.9982447
114014878	290718002013	1	140000	38.5499087	-90.9977573
114014879	290718002013	1	67000	38.5498933	-91.0014432
114014880	290718002013	1	29600	38.5502825	-91.0017844
114014881	290718002013	1	42400	38.5502602	-90.9984265
114014882	290718002013	1	26000	38.5497592	-90.9981009
114014883	290718002013	1	16800	38.5501970	-90.9979426
114014884	290718002013	1	27600	38.5477531	-90.9923053
114014885	290718002013	1	77700	38.5476438	-90.9922659
114014886	290718002013	1	56600	38.5476851	-90.9925624
114014887	290718002013	1	42500	38.5479139	-90.9926681
114014888	290718002013	1	60800	38.5475429	-90.9981846
114014889	290718002013	1	106000	38.5469802	-90.9966024
114014890	290718002013	1	22700	38.5458899	-90.9935177
114014891	290718002013	1	110600	38.5452041	-90.9934241
114014892	290718002013	1	25000	38.5514921	-91.0017390
114014893	290718002013	1	26800	38.5404193	-90.9835712
114014894	290718002013	1	98000	38.5490463	-91.0029927
114014895	290718002013	1	62000	38.5490827	-91.0026929
114014896	290718002013	1	143000	38.5508497	-91.0019484
114014897	290718002013	1	15000	38.5490230	-91.0025966
114014898	290718002013	1	22000	38.5492033	-91.0024501
114014899	290718002013	1	59800	38.5495305	-91.0030085
114014900	290718002013	1	37330	38.5497132	-91.0021783
114014901	290718002013	1	15000	38.5409039	-90.9836673
114014902	290718002013	1	86200	38.5409233	-90.9840578
114014903	290718002013	1	15400	38.5500887	-90.9974054
114014904	290718002013	1	36700	38.5496856	-90.9966500
114014905	290718002013	1	48000	38.5409105	-90.9833849
114014906	290718002013	1	59000	38.5406257	-90.9833922
114014907	290718002013	1	96000	38.5403670	-90.9837449
114014908	290718002013	1	130000	38.5476201	-90.9967173
114014909	290718002013	1	36000	38.5477519	-90.9973835
114014910	290718002013	1	26000	38.5452971	-90.9934098
114014911	290718002013	1	7550	38.5456543	-90.9938737
114014912	290718002013	1	31000	38.5515205	-91.0010240
114014913	290718002013	1	16100	38.5513726	-91.0017985
114014914	290718002013	1	49900	38.5474194	-90.9974107
114014915	290718002013	1	6000	38.5445351	-90.9940607
114014916	290718002013	1	77390	38.5507579	-91.0018497
114014917	290718002013	1	140000	38.5447454	-90.9931493
114014918	290718002013	1	101000	38.5451201	-90.9940218
114014919	290718002013	1	6000	38.5453643	-90.9931941
114014920	290718002013	1	45000	38.5477161	-90.9975660
114014921	290718002013	1	67100	38.5442159	-90.9937103
114014922	290718002013	1	20500	38.5510694	-91.0012167
114014923	290718002013	1	20100	38.5449555	-90.9942385
114014924	290718002013	1	30200	38.5472129	-90.9970940
114014925	290718002013	1	55000	38.5442858	-90.9934416
114014926	290718002013	1	32000	38.5442362	-90.9935687
114014927	290718002013	1	117020	38.5479227	-90.9973142
114014928	290718002013	1	109080	38.5390880	-91.0014649
114014929	290718002013	1	43400	38.5510207	-90.9995430
114014930	290718002013	1	128000	38.5514787	-91.0018140
114014931	290718002013	1	30000	38.5513509	-91.0013964
114014932	290718002013	1	45500	38.5507602	-90.9991476
114014933	290718002013	1	34300	38.5510670	-91.0019684
114014934	290718002013	1	90000	38.5506916	-91.0014542
114014935	290718002013	1	71900	38.5509546	-91.0012204
114014936	290718002013	1	41200	38.5513396	-91.0019733
114014937	290718002013	1	16760	38.5507392	-91.0017233
114014938	290718002013	1	28600	38.5515245	-91.0009132
114014939	290718002013	1	31300	38.5514225	-91.0016296
114014940	290718002013	1	98200	38.5508486	-91.0019377
114014941	290718002013	1	29400	38.5513602	-91.0016595
114014942	290718002013	1	25600	38.5391881	-91.0007425
114014943	290718002013	1	36000	38.5484690	-91.0003569
114014944	290718002013	1	50000	38.5508538	-90.9994356
114014945	290718002013	1	52000	38.5479856	-91.0008807
114014946	290718002013	1	65800	38.5482096	-91.0001185
114014947	290718002013	1	176000	38.5484386	-90.9999321
114014948	290718002013	1	44000	38.5484699	-91.0002217
114014949	290718002013	1	34000	38.5486382	-91.0009053
114014950	290718002013	1	47800	38.5482361	-91.0001338
114014951	290718002013	1	58000	38.5482929	-91.0007701
114014952	290718002013	1	111600	38.5486008	-91.0005823
114014953	290718002013	1	35700	38.5485098	-91.0001124
114014954	290718002013	1	89200	38.5486801	-90.9999337
114014955	290718002013	1	65900	38.5480608	-91.0004488
114014956	290718002013	1	42000	38.5483414	-91.0009475
114014957	290718002013	1	87300	38.5483790	-91.0003624
114014958	290718002013	1	133500	38.5487354	-91.0009583
114014959	290718002013	1	16000	38.5395149	-91.0007395
114014960	290718002013	1	36000	38.5425106	-91.0047908
114014961	290718002013	1	30700	38.5417436	-91.0040843
114014962	290718002013	1	85000	38.5415710	-91.0048993
114014963	290718002013	1	48501	38.5412957	-91.0043323
114014964	290718002013	1	64000	38.5481640	-90.9999478
114014965	290718002013	1	47000	38.5486113	-91.0008394
114014966	290718002013	1	42000	38.5410733	-91.0044062
114014967	290718002013	1	48000	38.5415885	-91.0040252
114014968	290718002013	1	58000	38.5418775	-91.0048397
114014969	290718002013	1	16700	38.5409976	-91.0047800
114014970	290718002013	1	137000	38.5413140	-91.0049294
114014971	290718002013	1	40000	38.5415140	-91.0048408
114014972	290718002013	1	34000	38.5415872	-91.0045882
114014973	290718002013	1	47600	38.5423683	-91.0040907
114014974	290718002013	1	31800	38.5412011	-91.0049767
114014975	290718002013	1	28400	38.5416196	-91.0043421
114014976	290718002013	1	78600	38.5414387	-91.0040340
114014977	290718002013	1	75000	38.5418412	-91.0047627
114014978	290718002013	1	39500	38.5414596	-91.0047739
114014979	290718002013	1	59500	38.5413944	-91.0043779
114014980	290718002013	1	25700	38.5415403	-91.0038481
114014981	290718002013	1	31100	38.5423697	-91.0045396
114014982	290718002013	1	97000	38.5420088	-91.0042429
114014983	290718002013	1	21400	38.5423783	-91.0040270
114014984	290718002013	1	154980	38.5426517	-91.0047568
114014985	290718002013	1	15300	38.5420724	-91.0039830
114014986	290718002013	1	97200	38.5420551	-91.0048597
114014987	290718002013	1	173100	38.5427027	-91.0042746
114014988	290718002013	1	94000	38.5395411	-91.0011527
114014989	290718002013	1	29500	38.5434920	-91.0041421
114014990	290718002013	1	37000	38.5425834	-91.0044739
114014991	290718002013	1	39600	38.5423674	-91.0037767
114014992	290718002013	1	123200	38.5420993	-91.0047100
114014993	290718002013	1	79000	38.5419735	-91.0046808
114014994	290718002013	1	22600	38.5420509	-91.0042511
114014995	290718002013	1	23700	38.5435716	-91.0042365
114014996	290718002013	1	50000	38.5433664	-91.0044689
114014997	290718002013	1	2400	38.5425095	-91.0038512
114014998	290718002013	1	38000	38.5433478	-91.0041955
114014999	290718002013	1	31000	38.5430951	-91.0047475
114015000	290718002013	1	30000	38.5435748	-91.0042277
114015001	290718002013	1	60000	38.5432582	-91.0038874
114015002	290718002013	1	30100	38.5392396	-91.0007873
114015003	290718002013	1	19000	38.5433457	-91.0043586
114015004	290718002013	1	17000	38.5432567	-91.0043925
114015005	290718002013	1	22600	38.5430290	-91.0043313
114015006	290718002013	1	15500	38.5434002	-91.0042976
114015007	290718002013	1	30000	38.5430652	-91.0037088
114015008	290718002013	1	30000	38.5429671	-91.0047154
114015009	290718002013	1	94000	38.5499343	-91.0036680
114015010	290718002013	1	373700	38.5435262	-91.0043162
114015011	290718002013	1	109000	38.5434324	-91.0037298
114015012	290718002013	1	41200	38.5502237	-91.0032197
114015013	290718002013	1	45600	38.5406661	-90.9740985
114015014	290718002013	1	17100	38.5500550	-91.0032921
114015015	290718002013	1	61000	38.5485336	-90.9968881
114015016	290718002013	1	311000	38.5480115	-90.9972831
114015017	290718002013	1	82700	38.5393179	-91.0006685
114015018	290718002013	1	77700	38.5390490	-91.0005908
114015019	290718002013	1	113500	38.5396364	-91.0015303
114015020	290718002013	1	205400	38.5486999	-90.9965983
114015021	290718002013	1	46000	38.5398389	-91.0009611
114015022	290718002013	1	67000	38.5478602	-90.9972719
114015023	290718002013	1	62000	38.5396535	-91.0009037
114015024	290718002013	1	48000	38.5396337	-91.0007153
114015025	290718002013	1	205000	38.5392327	-91.0010122
114015026	290718002013	1	86200	38.5392389	-91.0008660
114015027	290718002013	1	65000	38.5484859	-90.9970628
114015028	290718002013	1	145000	38.5481420	-90.9972689
114015029	290718002013	1	46000	38.5480418	-90.9969726
114015030	290718002013	1	73000	38.5480433	-90.9971832
114015031	290718002013	1	16700	38.5478268	-90.9969579
114015032	290718002013	1	85000	38.5486271	-90.9973325
114015033	290718002013	1	95000	38.5480923	-90.9967219
114015034	290718002013	1	36400	38.5491686	-91.0014771
114015035	290718002013	1	19000	38.5461624	-90.9934538
114015036	290718002013	1	40000	38.5490875	-90.9963586
114015037	290718002013	1	45600	38.5493355	-90.9967177
114015038	290718002013	1	41500	38.5495312	-90.9968233
114015039	290718002013	1	30000	38.5495665	-90.9969427
114015040	290718002013	1	55000	38.5493193	-90.9973808
114015041	290718002013	1	102000	38.5494980	-90.9971904
114015042	290718002013	1	96000	38.5490520	-90.9968679
114015043	290718002013	1	21000	38.5489144	-90.9967657
114015044	290718002013	1	20100	38.5488996	-90.9966938
114015045	290718002013	1	23000	38.5490453	-90.9972411
114015046	290718002013	1	16000	38.5494985	-90.9973409
114015047	290718002013	1	20000	38.5493710	-90.9967608
114015048	290718002013	1	61700	38.5491921	-91.0014819
114015049	290718002013	1	13900	38.5406303	-91.0006792
114015050	290718002013	1	373700	38.5466441	-90.9930570
114015051	290718002013	1	15000	38.5464668	-90.9933233
114015052	290718002013	1	43200	38.5465604	-90.9937027
114015053	290718002013	1	18900	38.5459630	-90.9940081
114015054	290718002013	1	3000	38.5461484	-90.9936743
114015055	290718002013	1	110000	38.5459404	-90.9941782
114015056	290718002013	1	33390	38.5459807	-90.9936651
114015057	290718002013	1	8200	38.5464429	-90.9933995
114015058	290718002013	1	17000	38.5464990	-90.9931776
114015059	290718002013	1	85050	38.5461496	-90.9941471
114015060	290718002013	1	55000	38.5464853	-90.9935419
114015061	290718002013	1	40900	38.5489699	-91.0021053
114015062	290718002013	1	43000	38.5408237	-91.0009717
114015063	290718002013	1	21200	38.5403262	-91.0009981
114015064	290718002013	1	24700	38.5400487	-91.0014482
114015065	290718002013	1	47800	38.5407036	-91.0007715
114015066	290718002013	1	30000	38.5404302	-91.0008259
114015067	290718002013	1	113400	38.5405681	-91.0014820
114015068	290718002013	1	30200	38.5406460	-91.0008562
114015069	290718002013	1	39000	38.5399850	-91.0006698
114015070	290718002013	1	45900	38.5402192	-91.0013894
114015071	290718002013	1	34200	38.5400289	-91.0014394
114015072	290718002013	1	16800	38.5399909	-91.0008339
114015073	290718002013	1	24950	38.5493468	-91.0016377
114015074	290718002013	1	57400	38.5389119	-90.9788024
114015075	290718002013	1	9700	38.5439634	-90.9866851
114015076	290718002013	1	46400	38.5504281	-91.0030156
114015077	290718002013	1	70600	38.5503066	-91.0028074
114015078	290718002013	1	48000	38.5470005	-90.9951253
114015079	290718002013	1	29700	38.5470642	-90.9940070
114015080	290718002013	1	15000	38.5482155	-90.9977205
114015081	290718002013	1	21000	38.5497224	-91.0019859
114015082	290718002013	1	10000	38.5482838	-90.9985354
114015083	290718002013	1	83000	38.5491130	-91.0018787
114015084	290718002013	1	96000	38.5491991	-91.0014637
114015085	290718002013	1	12000	38.5490475	-91.0018923
114015086	290718002013	1	140000	38.5485957	-90.9980251
114015087	290718002013	1	25000	38.5486513	-90.9997449
114015088	290718002013	1	24200	38.5480491	-90.9988130
114015089	290718002013	1	100100	38.5489233	-91.0015562
114015090	290718002013	1	37400	38.5492428	-91.0016679
114015091	290718002013	1	27000	38.5483310	-90.9990521
114015092	290718002013	1	10300	38.5485830	-90.9993090
114015093	290718002013	1	18100	38.5479368	-90.9988717
114015094	290718002013	1	77700	38.5482578	-90.9995663
114015095	290718002013	1	60630	38.5485982	-90.9987809
114015096	290718002013	1	80000	38.5487007	-90.9994334
114015097	290718002013	1	61000	38.5482651	-90.9995959
114015098	290718002013	1	40000	38.5487274	-90.9976352
114015099	290718002013	1	200000	38.5483551	-90.9985139
114015100	290718002013	1	15700	38.5481133	-90.9983566
114015101	290718002013	1	37000	38.5480623	-90.9991582
114015102	290718002013	1	40000	38.5486009	-90.9978781
114015103	290718002013	1	63000	38.5483617	-90.9981454
114015104	290718002013	1	21600	38.5481119	-90.9942139
114015105	290718002013	1	222000	38.5485712	-90.9947088
114015106	290718002013	1	63100	38.5481823	-90.9941043
114015107	290718002013	1	100000	38.5480265	-90.9985549
114015108	290718002013	1	49400	38.5481368	-90.9977776
114015109	290718002013	1	39800	38.5484279	-90.9943756
114015110	290718002013	1	52000	38.5479665	-90.9963836
114015111	290718002013	1	70000	38.5481286	-90.9961871
114015112	290718002013	1	61500	38.5479877	-90.9957503
114015113	290718002013	1	40000	38.5478615	-90.9958038
114015114	290718002013	1	42500	38.5479930	-90.9962220
114015115	290718002013	1	137000	38.5482193	-90.9941371
114015116	290718002013	1	18000	38.5479085	-90.9952844
114015117	290718002013	1	5800	38.5484182	-90.9959085
114015118	290718002013	1	192500	38.5484359	-90.9963613
114015119	290718002013	1	60000	38.5479872	-90.9947515
114015120	290718002013	1	82000	38.5481898	-90.9961203
114015121	290718002013	1	138000	38.5478829	-90.9955814
114015122	290718002013	1	6430	38.5483129	-90.9947881
114015123	290718002013	1	32050	38.5479171	-90.9946826
114015124	290718002013	1	22000	38.5479749	-90.9944542
114015125	290718002013	1	46000	38.5478531	-90.9951339
114015126	290718002013	1	25040	38.5471300	-90.9946199
114015127	290718002013	1	125240	38.5474188	-90.9943815
114015128	290718002013	1	85000	38.5469660	-90.9947724
114015129	290718002013	1	27000	38.5468841	-90.9930085
114015130	290718002013	1	87700	38.5469278	-90.9939751
114015131	290718002013	1	76100	38.5470388	-90.9945555
114015132	290718002013	1	47000	38.5469584	-90.9935196
114015133	290718002013	1	79800	38.5476894	-90.9936969
114015134	290718002013	1	31900	38.5468048	-90.9935019
114015135	290718002013	1	88000	38.5470046	-90.9938037
114015136	290718002013	1	40000	38.5472920	-90.9940351
114015137	290718002013	1	127560	38.5468083	-90.9935094
114015138	290718002013	1	76000	38.5470645	-90.9938040
114015139	290718002013	1	47500	38.5475962	-90.9943642
114015140	290718002013	1	72000	38.5475937	-90.9947668
114015141	290718002013	1	114740	38.5476982	-90.9952307
114015142	290718002013	1	42200	38.5472335	-90.9942006
114015143	290718002013	1	78000	38.5476509	-90.9949114
114015144	290718002013	1	52100	38.5440182	-90.9863422
114015145	290718002013	1	26900	38.5470818	-90.9985780
114015146	290718002013	1	16900	38.5444303	-90.9873230
114015147	290718002013	1	24000	38.5455746	-90.9847369
114015148	290718002013	1	65000	38.5438939	-90.9870764
114015149	290718002013	1	50400	38.5429337	-90.9866533
114015150	290718002013	1	72600	38.5430751	-90.9805528
114015151	290718002013	1	20000	38.5458745	-90.9847491
114015152	290718002013	1	18100	38.5492226	-91.0042543
114015153	290718002013	1	38600	38.5458441	-90.9846949
114015154	290718002013	1	113400	38.5457097	-90.9847582
114015155	290718002013	1	47330	38.5490718	-91.0034546
114015156	290718002013	1	19100	38.5456090	-90.9836092
114015157	290718002013	1	15700	38.5458189	-90.9829683
114015158	290718002013	1	39090	38.5459055	-90.9835113
114015159	290718002013	1	66000	38.5492071	-91.0040383
114015160	290718002013	1	44000	38.5492174	-91.0044112
114015161	290718002013	1	96000	38.5491642	-91.0036393
114015162	290718002013	1	30780	38.5426480	-90.9866728
114015163	290718002013	1	21600	38.5426211	-90.9867667
114015164	290718002013	1	170000	38.5447080	-90.9878401
114015165	290718002013	1	133000	38.5433144	-90.9816121
114015166	290718002013	1	103000	38.5427443	-90.9811342
114015167	290718002013	1	156000	38.5430422	-90.9809402
114015168	290718002013	1	110600	38.5431255	-90.9806451
114015169	290718002013	1	43000	38.5452435	-90.9875773
114015170	290718002013	1	30800	38.5447744	-90.9882934
114015171	290718002013	1	73540	38.5443469	-90.9875695
114015172	290718002013	1	77000	38.5446608	-90.9881012
114015173	290718002013	1	38000	38.5449529	-90.9883897
114015174	290718002013	1	32800	38.5448406	-90.9882272
114015175	290718002013	1	50000	38.5454127	-90.9879270
114015176	290718002013	1	1450	38.5462743	-90.9916294
114015177	290718002013	1	18800	38.5461094	-90.9908150
114015178	290718002013	1	31100	38.5459682	-90.9909294
114015179	290718002013	1	60000	38.5459042	-90.9919057
114015180	290718002013	1	20400	38.5421431	-90.9870178
114015181	290718002013	1	145000	38.5440768	-90.9815828
114015182	290718002013	1	46000	38.5474647	-90.9953379
114015183	290718002013	1	80000	38.5377805	-90.9814706
114015184	290718002013	1	75600	38.5435987	-90.9853833
114015185	290718002013	1	30000	38.5454172	-90.9819653
114015186	290718002013	1	18000	38.5425808	-90.9860440
114015187	290718002013	1	35650	38.5423204	-90.9853625
114015188	290718002013	1	96000	38.5420905	-90.9860475
114015189	290718002013	1	28500	38.5454039	-90.9820253
114015190	290718002013	1	22000	38.5450949	-90.9823773
114015191	290718002013	1	61500	38.5427736	-90.9852760
114015192	290718002013	1	50000	38.5437826	-90.9860456
114015193	290718002013	1	14000	38.5451191	-90.9844210
114015194	290718002013	1	80000	38.5446604	-90.9847341
114015195	290718002013	1	97000	38.5455093	-90.9840514
114015196	290718002013	1	61100	38.5454588	-90.9849021
114015197	290718002013	1	89000	38.5450991	-90.9826130
114015198	290718002013	1	56700	38.5434036	-90.9862070
114015199	290718002013	1	25700	38.5383958	-90.9814377
114015200	290718002013	1	50000	38.5475445	-90.9920408
114015201	290718002013	1	83000	38.5472548	-90.9916833
114015202	290718002013	1	34470	38.5446394	-90.9851825
114015203	290718002013	1	35400	38.5429541	-90.9861760
114015204	290718002013	1	77000	38.5471420	-90.9908617
114015205	290718002013	1	7500	38.5445352	-90.9850416
114015206	290718002013	1	133300	38.5440606	-90.9855435
114015207	290718002013	1	17000	38.5439077	-90.9857767
114015208	290718002013	1	64000	38.5387990	-90.9816401
114015209	290718002013	1	40000	38.5452724	-90.9830059
114015210	290718002013	1	15300	38.5427151	-90.9799543
114015211	290718002013	1	74200	38.5431785	-90.9803308
114015212	290718002013	1	38360	38.5468138	-90.9919347
114015213	290718002013	1	100000	38.5467839	-90.9923157
114015214	290718002013	1	58004	38.5432299	-90.9798476
114015215	290718002013	1	36200	38.5476209	-90.9922694
114015216	290718002013	1	133300	38.5434341	-90.9804318
114015217	290718002013	1	50000	38.5439801	-90.9841353
114015218	290718002013	1	16600	38.5439537	-90.9841890
114015219	290718002013	1	83000	38.5423122	-90.9883960
114015220	290718002013	1	96100	38.5430143	-90.9886155
114015221	290718002013	1	86200	38.5439847	-90.9847134
114015222	290718002013	1	40000	38.5425247	-90.9878787
114015223	290718002013	1	43000	38.5423505	-90.9884206
114015224	290718002013	1	39100	38.5439623	-90.9840529
114015225	290718002013	1	34000	38.5387337	-90.9813918
114015226	290718002013	1	25100	38.5437552	-90.9869717
114015227	290718002013	1	24700	38.5441088	-90.9922834
114015228	290718002013	1	128000	38.5448078	-90.9835940
114015229	290718002013	1	99000	38.5449471	-90.9924862
114015230	290718002013	1	32000	38.5451549	-90.9836380
114015231	290718002013	1	24400	38.5449387	-90.9829395
114015232	290718002013	1	54000	38.5451354	-90.9813934
114015233	290718002013	1	93800	38.5457736	-90.9880065
114015234	290718002013	1	88300	38.5442544	-90.9924046
114015235	290718002013	1	85000	38.5446710	-90.9923951
114015236	290718002013	1	28400	38.5451765	-90.9809104
114015237	290718002013	1	55800	38.5462973	-90.9882423
114015238	290718002013	1	7500	38.5452781	-90.9808923
114015239	290718002013	1	25000	38.5429223	-90.9780192
114015240	290718002013	1	43200	38.5393018	-90.9824621
114015241	290718002013	1	38360	38.5437199	-90.9863969
114015242	290718002013	1	47000	38.5438044	-90.9872910
114015243	290718002013	1	31000	38.5438366	-90.9801901
114015244	290718002013	1	30000	38.5440227	-90.9792880
114015245	290718002013	1	60400	38.5441495	-90.9803189
114015246	290718002013	1	24400	38.5432902	-90.9778616
114015247	290718002013	1	16300	38.5394870	-90.9828024
114015248	290718002013	1	22000	38.5400180	-90.9828293
114015249	290718002013	1	30000	38.5429265	-90.9778808
114015250	290718002013	1	10200	38.5457599	-90.9816501
114015251	290718002013	1	28800	38.5473600	-90.9961194
114015252	290718002013	1	97000	38.5396179	-91.0018121
114015253	290718002013	1	60400	38.5458561	-90.9963991
114015254	290718002013	1	25800	38.5451358	-90.9911308
114015255	290718002013	1	14800	38.5378695	-90.9812085
114015256	290718002013	1	34000	38.5451345	-90.9918384
114015257	290718002013	1	30000	38.5457189	-90.9908100
114015258	290718002013	1	25100	38.5359956	-90.9776586
114015259	290718002013	1	37000	38.5382097	-90.9818756
114015260	290718002013	1	52650	38.5369702	-90.9778451
114015261	290718002013	1	40000	38.5364592	-90.9782239
114015262	290718002013	1	52650	38.5368287	-90.9776048
114015263	290718002013	1	33000	38.5451942	-90.9954895
114015264	290718002013	1	19200	38.5443886	-90.9783646
114015265	290718002013	1	26000	38.5434367	-90.9831247
114015266	290718002013	1	41000	38.5430769	-90.9839610
114015267	290718002013	1	68000	38.5441203	-90.9787390
114015268	290718002013	1	47000	38.5435236	-90.9829665
114015269	290718002013	1	50000	38.5441456	-90.9785267
114015270	290718002013	1	32000	38.5393023	-91.0016708
114015271	290718002013	1	18000	38.5416732	-90.9874809
114015272	290718002013	1	21600	38.5437618	-90.9925864
114015273	290718002013	1	25200	38.5457949	-90.9957492
114015274	290718002013	1	13400	38.5417454	-90.9867454
114015275	290718002013	1	62000	38.5414578	-90.9864802
114015276	290718002013	1	60400	38.5435393	-90.9922187
114015277	290718002013	1	42000	38.5437494	-90.9923981
114015278	290718002013	1	38000	38.5483966	-91.0017908
114015279	290718002013	1	30000	38.5484103	-91.0011313
114015280	290718002013	1	18100	38.5486193	-91.0014384
114015281	290718002013	1	20000	38.5377483	-90.9827852
114015282	290718002013	1	12000	38.5379085	-90.9826027
114015283	290718002013	1	30000	38.5473128	-90.9988416
114015284	290718002013	1	27660	38.5460300	-90.9960878
114015285	290718002013	1	51100	38.5466280	-90.9959397
114015286	290718002013	1	20000	38.5468455	-90.9961750
114015287	290718002013	1	140000	38.5380246	-90.9821833
114015288	290718002013	1	98200	38.5477984	-90.9997089
114015289	290718002013	1	52270	38.5471063	-90.9997682
114015290	290718002013	1	25700	38.5469106	-90.9961842
114015291	290718002013	1	33800	38.5377391	-90.9779332
114015292	290718002013	1	115800	38.5378576	-90.9779489
114015293	290718002013	1	107000	38.5380272	-90.9785149
114015294	290718002013	1	94500	38.5392290	-91.0017220
114015295	290718002013	1	24000	38.5439966	-90.9809881
114015296	290718002013	1	22900	38.5446445	-90.9957862
114015297	290718002013	1	39200	38.5483550	-91.0030351
114015298	290718002013	1	22600	38.5400393	-90.9837147
114015299	290718002013	1	29000	38.5396467	-90.9836635
114015300	290718002013	1	28500	38.5398148	-90.9834639
114015301	290718002013	1	162000	38.5459889	-90.9919534
114015302	290718002013	1	20200	38.5465020	-90.9930137
114015303	290718002013	1	23100	38.5466457	-90.9923816
114015304	290718002013	1	109080	38.5430361	-90.9887757
114015305	290718002013	1	37900	38.5403073	-91.0054950
114015306	290718002013	1	15400	38.5386889	-91.0052505
114015307	290718002013	1	16000	38.5399520	-91.0054885
114015308	290718002013	1	94000	38.5432176	-90.9896654
114015309	290718002013	1	32000	38.5405758	-91.0057171
114015310	290718002013	1	97000	38.5436008	-90.9889238
114015311	290718002013	1	32800	38.5426798	-90.9832232
114015312	290718002013	1	62300	38.5426529	-90.9831601
114015313	290718002013	1	40000	38.5438305	-90.9881220
114015314	290718002013	1	27800	38.5478405	-91.0008089
114015315	290718002013	1	28000	38.5437603	-90.9877669
114015316	290718002013	1	44200	38.5478256	-91.0000751
114015317	290718002013	1	80100	38.5437984	-90.9880367
114015318	290718002013	1	37650	38.5475314	-91.0007448
114015319	290718002013	1	70300	38.5448478	-90.9800706
114015320	290718002013	1	42800	38.5450891	-90.9797069
114015321	290718002013	1	46000	38.5445259	-90.9796706
114015322	290718002013	1	115800	38.5425111	-90.9832106
114015323	290718002013	1	30000	38.5478584	-90.9939389
114015324	290718002013	1	46400	38.5417997	-90.9760341
114015325	290718002013	1	88000	38.5488708	-91.0024131
114015326	290718002013	1	22000	38.5487186	-91.0027184
114015327	290718002013	1	22200	38.5418539	-90.9764150
114015328	290718002013	1	85000	38.5400153	-90.9811468
114015329	290718002013	1	72100	38.5391775	-90.9809602
114015330	290718002013	1	15300	38.5395562	-90.9810174
114015331	290718002013	1	59900	38.5477562	-90.9938132
114015332	290718002013	1	23900	38.5473799	-91.0056989
114015333	290718002013	1	22000	38.5477521	-91.0050090
114015334	290718002013	1	32400	38.5384909	-90.9829510
114015335	290718002013	1	18400	38.5385460	-90.9820575
114015336	290718002013	1	30000	38.5389045	-90.9824997
114015337	290718002013	1	93000	38.5475949	-91.0053979
114015338	290718002013	1	26900	38.5480943	-90.9934492
114015339	290718002013	1	47300	38.5432578	-90.9820507
114015340	290718002013	1	94500	38.5430803	-90.9823563
114015341	290718002013	1	66000	38.5436476	-90.9823108
114015342	290718002013	1	53104	38.5440247	-90.9780372
114015343	290718002013	1	130900	38.5402576	-90.9824640
114015344	290718002013	1	22600	38.5474368	-91.0034272
114015345	290718002013	1	41000	38.5480534	-91.0043447
114015346	290718002013	1	17470	38.5443215	-90.9957984
114015347	290718002013	1	110050	38.5482577	-91.0054049
114015348	290718002013	1	62300	38.5456176	-90.9969181
114015349	290718002013	1	128000	38.5445495	-90.9956579
114015350	290718002013	1	83000	38.5488418	-91.0053289
114015351	290718002013	1	78000	38.5453405	-90.9920192
114015352	290718002013	1	167000	38.5451987	-90.9970112
114015353	290718002013	1	30800	38.5451922	-90.9970119
114015354	290718002013	1	20100	38.5482607	-91.0056413
