sp_id	sp_gq_id	age	sex
939360829	450035123	60	F
939360828	450035123	39	F
939360827	450035123	55	F
939360826	450035123	59	F
939360825	450035123	35	F
939360824	450035123	59	F
939360823	450035123	64	F
939360822	450035123	59	F
939790770	450035124	70	F
940584135	450035124	100	M
940584134	450035124	84	M
940584133	450035124	77	M
940584132	450035124	86	M
940584131	450035124	76	M
940584130	450035124	89	M
940584129	450035124	86	M
940584128	450035124	86	M
940584127	450035124	70	M
940584126	450035124	86	M
940584125	450035124	88	M
940584124	450035124	95	M
940584123	450035124	86	M
940584122	450035124	95	M
940584121	450035124	88	M
940584120	450035124	79	M
940584119	450035124	75	M
940584118	450035124	75	M
940584117	450035124	82	M
940584116	450035124	94	M
940584115	450035124	70	M
940584114	450035124	65	M
939336281	450035124	54	F
939336282	450035124	54	F
939336283	450035124	33	F
939336284	450035124	50	F
939336285	450035124	44	F
939336286	450035124	42	F
939336287	450035124	45	F
939336288	450035124	57	F
939336289	450035124	51	F
939336290	450035124	59	F
939336291	450035124	49	F
939336292	450035124	46	F
939336293	450035124	61	F
939336294	450035124	63	F
939336295	450035124	41	F
939336296	450035124	34	F
939790751	450035124	85	F
940343924	450035124	39	M
940343925	450035124	57	M
940343926	450035124	48	M
940343927	450035124	61	M
940343928	450035124	64	M
940343929	450035124	54	M
940343930	450035124	60	M
940343931	450035124	39	M
940343932	450035124	24	M
940343933	450035124	49	M
940343934	450035124	57	M
940343935	450035124	58	M
940343936	450035124	39	M
940343937	450035124	30	M
940343938	450035124	45	M
940343939	450035124	47	M
940343940	450035124	64	M
940343941	450035124	61	M
940343942	450035124	63	M
940343943	450035124	58	M
940343944	450035124	55	M
940343945	450035124	63	M
940343946	450035124	64	M
940343947	450035124	35	M
940343948	450035124	39	M
939790752	450035124	78	F
939790753	450035124	84	F
939790754	450035124	83	F
939790755	450035124	79	F
939790756	450035124	91	F
939790757	450035124	73	F
939790758	450035124	77	F
939790759	450035124	88	F
939790760	450035124	80	F
939790761	450035124	88	F
939790762	450035124	79	F
940343949	450035124	51	M
940343950	450035124	54	M
939790763	450035124	70	F
939790764	450035124	96	F
939790765	450035124	87	F
939790766	450035124	79	F
939790767	450035124	80	F
939790768	450035124	93	F
939790769	450035124	99	F
939790771	450035124	92	F
939790772	450035124	90	F
939790773	450035124	78	F
939790774	450035124	87	F
939790775	450035124	87	F
939790776	450035124	90	F
939790777	450035124	89	F
939790778	450035124	86	F
939790779	450035124	83	F
939790780	450035124	73	F
939790781	450035124	66	F
939790782	450035124	83	F
939790783	450035124	82	F
939790784	450035124	75	F
939790785	450035124	67	F
939790786	450035124	76	F
939790787	450035124	74	F
939790788	450035124	86	F
939790789	450035124	87	F
939790790	450035124	90	F
939790791	450035124	91	F
939790792	450035124	89	F
939790793	450035124	94	F
939790794	450035124	83	F
939790795	450035124	87	F
939790796	450035124	82	F
939790797	450035124	94	F
939790798	450035124	97	F
939790799	450035124	88	F
939790800	450035124	85	F
939790801	450035124	71	F
939790802	450035124	84	F
939790803	450035124	91	F
939790804	450035124	80	F
939790805	450035124	89	F
939790806	450035124	88	F
939341748	450028679	58	F
939529609	450028679	70	F
939529610	450028679	90	F
939529611	450028679	66	F
939529612	450028679	88	F
939529613	450028679	69	F
939529614	450028679	86	F
939529615	450028679	88	F
939529616	450028679	88	F
939529617	450028679	98	F
939529618	450028679	73	F
939529619	450028679	98	F
939529620	450028679	80	F
939529621	450028679	80	F
939529622	450028679	75	F
939529623	450028679	100	F
939529624	450028679	104	F
939529625	450028679	96	F
939529626	450028679	84	F
939529627	450028679	88	F
939529628	450028679	104	F
939529629	450028679	85	F
939529630	450028679	75	F
939529631	450028679	96	F
939529632	450028679	87	F
940480811	450028679	67	M
940480810	450028679	72	M
939529635	450028679	84	F
939529633	450028679	89	F
939529638	450028679	80	F
939529637	450028679	93	F
939529636	450028679	87	F
940306349	450028679	33	M
940306348	450028679	59	M
940306347	450028679	62	M
940306346	450028679	55	M
939529634	450028679	73	F
939529641	450028679	86	F
939529640	450028679	86	F
940480807	450028679	76	M
940480808	450028679	69	M
940480809	450028679	79	M
939341749	450028679	55	F
939529639	450028679	84	F
939529646	450028680	89	F
939529647	450028680	83	F
939529667	450028680	82	F
939529657	450028680	92	F
939529656	450028680	83	F
939529655	450028680	79	F
939529654	450028680	102	F
939529653	450028680	78	F
939529652	450028680	80	F
939529651	450028680	80	F
939529650	450028680	88	F
939529649	450028680	78	F
939529648	450028680	71	F
939529668	450028680	85	F
939529669	450028680	87	F
939529670	450028680	87	F
939529671	450028680	89	F
939529672	450028680	65	F
939529673	450028680	71	F
939529658	450028680	85	F
939529659	450028680	89	F
939529660	450028680	95	F
940306353	450028680	53	M
940306352	450028680	64	M
940306351	450028680	62	M
940306350	450028680	60	M
939529645	450028680	100	F
939529644	450028680	103	F
939529643	450028680	89	F
939529642	450028680	90	F
939529661	450028680	84	F
939529662	450028680	96	F
939529663	450028680	86	F
939529664	450028680	78	F
939529665	450028680	81	F
939529666	450028680	75	F
939341750	450028680	56	F
940480816	450028680	86	M
940480815	450028680	69	M
940480814	450028680	86	M
940480813	450028680	80	M
940480812	450028680	87	M
939529585	450028681	87	F
939529573	450028681	104	F
939529574	450028681	89	F
939529575	450028681	79	F
939529576	450028681	86	F
939529577	450028681	99	F
939529578	450028681	87	F
939529579	450028681	82	F
939529580	450028681	76	F
939529581	450028681	88	F
939529582	450028681	78	F
939529583	450028681	86	F
940306344	450028681	60	M
940306345	450028681	55	M
939529584	450028681	82	F
939529586	450028681	98	F
939529587	450028681	89	F
939529588	450028681	82	F
939529589	450028681	77	F
939529590	450028681	67	F
939529591	450028681	87	F
939529592	450028681	83	F
939529593	450028681	88	F
939529594	450028681	80	F
939529595	450028681	84	F
939529596	450028681	87	F
939529597	450028681	83	F
939529598	450028681	79	F
939529599	450028681	86	F
939529600	450028681	87	F
939529601	450028681	88	F
939529602	450028681	88	F
939529603	450028681	78	F
939529604	450028681	85	F
939529605	450028681	80	F
939529606	450028681	100	F
939529607	450028681	86	F
939529608	450028681	84	F
939341746	450028681	56	F
939341747	450028681	61	F
940480802	450028681	85	M
940480803	450028681	77	M
940480804	450028681	87	M
940480805	450028681	81	M
940480806	450028681	67	M
942051041	450018537	17	M
942051040	450018537	17	M
942051046	450018537	15	M
942051045	450018537	17	M
942051044	450018537	17	M
942051043	450018537	13	M
942051039	450018537	16	M
942051036	450018537	17	M
942051035	450018537	15	M
942051038	450018537	15	M
942051037	450018537	17	M
942051042	450018537	17	M
940480822	450028682	91	M
940480823	450028682	82	M
940480824	450028682	72	M
940480825	450028682	81	M
940480826	450028682	75	M
940480827	450028682	80	M
939529697	450028682	69	F
939529696	450028682	88	F
939529695	450028682	85	F
939529694	450028682	96	F
939529693	450028682	84	F
939529692	450028682	66	F
939529691	450028682	83	F
940480828	450028682	90	M
940480829	450028682	84	M
940480830	450028682	80	M
940480831	450028682	90	M
940480832	450028682	87	M
940480833	450028682	73	M
940480834	450028682	69	M
939529690	450028682	103	F
939529689	450028682	81	F
939529688	450028682	79	F
939529687	450028682	101	F
939529686	450028682	87	F
939529685	450028682	100	F
939529684	450028682	90	F
939529683	450028682	76	F
939529674	450028682	89	F
939529701	450028682	91	F
939529702	450028682	93	F
939529703	450028682	89	F
939529704	450028682	87	F
939529705	450028682	65	F
939529706	450028682	78	F
939529707	450028682	92	F
939529708	450028682	92	F
939529709	450028682	83	F
939529710	450028682	75	F
939529711	450028682	78	F
939529712	450028682	66	F
939529713	450028682	83	F
939529714	450028682	77	F
939529715	450028682	94	F
940306356	450028682	64	M
940306355	450028682	63	M
940306354	450028682	24	M
939529682	450028682	89	F
939529681	450028682	81	F
939529680	450028682	89	F
939529679	450028682	66	F
939529678	450028682	85	F
939529677	450028682	94	F
939529676	450028682	68	F
939529698	450028682	78	F
939529675	450028682	95	F
939529699	450028682	94	F
939529700	450028682	85	F
939341754	450028682	60	F
939341753	450028682	64	F
939341752	450028682	56	F
939341751	450028682	49	F
940480817	450028682	87	M
940480818	450028682	85	M
940480819	450028682	83	M
940480820	450028682	90	M
940480821	450028682	85	M
939529872	450028683	88	F
939529870	450028683	90	F
939529869	450028683	86	F
939529868	450028683	89	F
939529867	450028683	85	F
939529866	450028683	89	F
939529865	450028683	89	F
939529864	450028683	82	F
939529863	450028683	75	F
939529862	450028683	88	F
939529861	450028683	79	F
939529860	450028683	86	F
939529859	450028683	88	F
939529858	450028683	90	F
939529857	450028683	100	F
939529856	450028683	91	F
939529855	450028683	78	F
939529854	450028683	87	F
939529853	450028683	83	F
939529852	450028683	94	F
940306367	450028683	23	M
940306368	450028683	31	M
940306369	450028683	28	M
940306370	450028683	64	M
940306371	450028683	60	M
940306372	450028683	40	M
940306373	450028683	36	M
940306374	450028683	45	M
940306375	450028683	55	M
940306376	450028683	52	M
940306377	450028683	40	M
940306378	450028683	58	M
940306379	450028683	51	M
940306380	450028683	50	M
940306381	450028683	45	M
939341760	450028683	61	F
939341761	450028683	56	F
939341762	450028683	21	F
939341763	450028683	52	F
939341764	450028683	62	F
939341765	450028683	59	F
939341766	450028683	64	F
939341767	450028683	53	F
939341768	450028683	56	F
939341769	450028683	62	F
939341770	450028683	50	F
940480884	450028683	83	M
940480883	450028683	79	M
940480882	450028683	87	M
940480881	450028683	78	M
940480880	450028683	69	M
940480879	450028683	82	M
940480878	450028683	77	M
940480877	450028683	68	M
940480876	450028683	72	M
940480875	450028683	74	M
940480874	450028683	71	M
940480873	450028683	68	M
940480872	450028683	70	M
939529886	450028683	89	F
939529885	450028683	81	F
939529884	450028683	84	F
939529883	450028683	77	F
939529882	450028683	75	F
939529881	450028683	72	F
939529880	450028683	84	F
939529879	450028683	85	F
939529878	450028683	82	F
939529877	450028683	91	F
939529876	450028683	87	F
939529875	450028683	69	F
939529874	450028683	85	F
939529873	450028683	77	F
939529871	450028683	86	F
939341781	450028684	32	F
939529900	450028684	89	F
939529901	450028684	85	F
939529902	450028684	81	F
939529903	450028684	87	F
939529904	450028684	87	F
939529905	450028684	82	F
939529906	450028684	87	F
939529907	450028684	87	F
939529908	450028684	88	F
939529909	450028684	82	F
939529910	450028684	85	F
939529911	450028684	68	F
939529912	450028684	65	F
939529913	450028684	67	F
939529914	450028684	76	F
939529915	450028684	102	F
939529916	450028684	90	F
939529917	450028684	80	F
939529918	450028684	91	F
940480896	450028684	94	M
940480895	450028684	75	M
940480894	450028684	68	M
940480893	450028684	79	M
940480892	450028684	83	M
940480891	450028684	87	M
940480890	450028684	80	M
940480889	450028684	88	M
940480888	450028684	91	M
940480887	450028684	86	M
940480886	450028684	89	M
940480885	450028684	77	M
939529899	450028684	66	F
939529898	450028684	85	F
939529897	450028684	75	F
939529896	450028684	69	F
939529895	450028684	82	F
939529894	450028684	84	F
939529893	450028684	67	F
939529892	450028684	77	F
939529891	450028684	88	F
939529890	450028684	95	F
939529889	450028684	88	F
939529888	450028684	77	F
939529887	450028684	86	F
939529919	450028684	90	F
939529920	450028684	87	F
939529921	450028684	90	F
940306382	450028684	60	M
940306383	450028684	45	M
940306384	450028684	58	M
940306385	450028684	62	M
940306386	450028684	35	M
940306387	450028684	57	M
940306388	450028684	61	M
940306389	450028684	48	M
940306390	450028684	58	M
940306391	450028684	62	M
940306392	450028684	61	M
940306393	450028684	59	M
940306394	450028684	57	M
940306395	450028684	61	M
940306396	450028684	58	M
939341771	450028684	55	F
939341772	450028684	57	F
939341773	450028684	35	F
939341774	450028684	63	F
939341775	450028684	49	F
939341776	450028684	58	F
939341777	450028684	55	F
939341778	450028684	63	F
939341779	450028684	58	F
939341780	450028684	60	F
